AS55655,SIMS-AS-ID PT. Saranainsan Mudaselaras,0.00,0.00,366,
AS55656,DEPHUB-AS-ID Ministry of Transportation Republic of Indonesia,0.00,0.00,765,
AS55661,JATISMOBILE-AS-ID PT Informasi Teknologi Indonesia,0.00,0.00,82,
AS55662,IDNIC-CITRAWEB-AS-ID CV. CITRAWEB NUSA INFOMEDIA,,,34,
AS55662,IDNIC-CITRAWEB-AS-ID CV. CITRAWEB NUSA INFOMEDIA,0.00,0.00,34,
AS55664,IDNIC-SERVERKEREN-AS-ID PT Exa Rekatek Prosolusi,,,2,
AS55664,IDNIC-SERVERKEREN-AS-ID PT Exa Rekatek Prosolusi,0.00,0.00,2,
AS55665,STMI-AS-ID PT Sampoerna Telemedia Indonesia,0.00,0.00,2226,
AS55666,GMEDIA-AS-ID PT Media Sarana Data,0.01,0.01,21561,
AS55667,IPTELECOM-AS-ID PT IP Telecom Multimedia Indonesia,,,4,
AS55667,IPTELECOM-AS-ID PT IP Telecom Multimedia Indonesia,0.00,0.00,4,
AS55668,JABARTELNET-AS-ID PT Jabar Telematika,0.00,0.00,1287,
AS55669,MCS-AS-ID PT. Maxindo Content Solution,0.00,0.00,335,
AS55670,UNIVERSALNET-AS-ID PT. Universal Broadband,0.00,0.00,675,
AS55672,USD-AS-ID Universitas Sanata Dharma,0.00,0.00,460,
AS55673,LINKNET-IDX-AS-ID Linknet-IDX ASN,0.00,0.00,240,
AS55674,PUSKOM-UNY-AS-ID Universitas Negeri Yogyakarta,0.00,0.00,1894,
AS55677,HTS-AS-ID PT. Hawk Teknologi Solusi,0.00,0.00,106,
AS55679,HYPERMEDIA-AS-ID PT Hyperindo Media Perkasa,0.00,0.00,382,
AS55680,KSI-UAJY-AS-ID Kantor Sistem Informasi Universitas Atma Jaya Yogyakarta,0.00,0.00,675,
AS55682,FIBERMEDIA-AS-ID PT. Fiber Media Indonesia,,,44,
AS55682,FIBERMEDIA-AS-ID PT. Fiber Media Indonesia,0.00,0.00,44,
AS55683,IDNIC-ARGONDATA-AS-ID CV Argon Data Interkoneksi,0.00,0.00,102,
AS55684,UNS-AS-ID Universitas Sebelas Maret,0.00,0.00,2720,
AS55685,JLM-AS-ID PT Jala Lintas Media,0.00,0.00,4785,
AS55687,UNTAN-AS-ID Universitas Tanjungpura,0.00,0.00,379,
AS55688,BEON-AS-ID PT. Beon Intermedia,,,6,
AS55688,BEON-AS-ID PT. Beon Intermedia,0.00,0.00,6,
AS55690,ANDIRA-AS-ID PT Andira Infomedia,0.00,0.00,217,
AS55691,UMN-AS-ID Universitas Multimedia Nusantara,,,19,
AS55691,UMN-AS-ID Universitas Multimedia Nusantara,0.00,0.00,19,
AS55693,BATI-AS-ID PT. Bangun Abadi Teknologi Indonesia,0.00,0.00,581,
AS55694,UCS-AS-ID Universitas Ciputra,,,10,
AS55694,UCS-AS-ID Universitas Ciputra,0.00,0.00,10,
AS55695,UIN-AS-ID Universitas Islam Negeri Sunan Kalijaga Yogyakarta,0.00,0.00,538,
AS55696,SCOM-AS-ID Starcom Solusindo PT.,,,8,
AS55696,SCOM-AS-ID Starcom Solusindo PT.,0.00,0.00,8,
AS55697,USU-AS-ID Universitas Sumatera Utara,0.00,0.00,915,
AS55698,INFOMEDIA-AS-ID Infomedia Nusantara PT.,0.00,0.00,184,
AS55699,STARNET-AS-ID PT. Cemerlang Multimedia,0.00,0.00,23135,
AS55701,ASNET-AS-ID PT. Usaha Adisanggoro,0.00,0.00,2204,
AS56060,SCBD-NET PT ARTHA TELEKOMINDO,0.00,0.00,145,
AS56088,PANDI-ID PANDI - Pengelola Nama Domain Internet Indonesia,,,10,
AS56088,PANDI-ID PANDI - Pengelola Nama Domain Internet Indonesia,0.00,0.00,10,
AS56233,ATSINDO-AS-ID PT Asia Teknologi Solusi,0.00,0.00,1912,
AS56234,NARATEL-AS-ID PT Naraya Telematika,0.00,0.00,131,
AS56236,BNN-AS-ID Badan Narkotika Nasional,0.00,0.00,82,
AS56237,UNILA-AS-ID Universitas Lampung,0.00,0.00,891,
AS56239,GASTRANET-AS-ID PT Graha Anugrah Sejahtera,0.00,0.00,1279,
AS56241,METRASAT-AS-ID PT METRASAT,0.00,0.00,284,
AS56242,SKI-AS-ID PT SUMBER KONEKSI INDOTELEMATIKA,0.02,0.00,4825,
AS56245,FAJAR-AS-ID PT Fajar Techno System,0.00,0.00,425,
AS56246,SDI-AS-ID PT Sumber Data Indonesia,0.00,0.00,846,
AS56248,INDAHKIATPP-AS-ID PT INDAH KIAT PULP  PAPER Tbk,,,30,
AS56248,INDAHKIATPP-AS-ID PT INDAH KIAT PULP  PAPER Tbk,0.00,0.00,30,
AS56253,BTPN-AS-ID PT. Bank Tabungan Pensiunan Nasional Tbk,0.00,0.00,163,
AS56254,UNRI-AS-ID UNIVERSITAS RIAU,0.00,0.00,286,
AS56255,TRANSTECH-AS-ID PT Transtech Communication Media,0.00,0.00,186,
AS56256,PERPUSNAS-AS-ID Perpustakaan Nasional RI,0.00,0.00,101,
AS56259,AGIT-AS-ID PT Astra Graphia Information Technology,0.00,0.00,64,
AS56260,PASCAL-AS-ID PT Pascal Indonesia,,,1,
AS56260,PASCAL-AS-ID PT Pascal Indonesia,0.00,0.00,1,
AS56261,BTIP-AS-ID Balai Telekomunikasi dan Informatika Perdesaan,,,2,
AS56261,BTIP-AS-ID Balai Telekomunikasi dan Informatika Perdesaan,0.00,0.00,2,
AS56308,TELIN-NET-SG TELEKOMUNIKASI INDONESIA INTERNATIONAL, PTE.LTD,0.00,0.00,67,
AS58369,FIBERNET-AS-AP PT. Fiber Networks Indonesia,0.00,0.00,6899,
AS58375,UNUD-AS-ID Universitas Udayana,0.00,0.00,418,
AS58376,AKGU-AS-ID PT Angkasa Komunikasi Global Utama,0.00,0.00,1358,
AS58381,WOWRACK-AS-ID Wow Internet Indonesia,0.00,0.00,112,
AS58385,BSM-AS-ID PT. Bank Syariah Mandiri,0.00,0.00,181,
AS58387,BPOM-AS-ID Badan Pengawas Obat dan Makanan,0.00,0.00,405,
AS58390,FUS-AS-ID PT. Faasri Utama Sakti,,,2,
AS58390,FUS-AS-ID PT. Faasri Utama Sakti,0.00,0.00,2,
AS58392,SWIN-AS-ID PT. Sewiwi Indonesia,0.00,0.00,88,
AS58394,BPK-AS-ID Badan Pemeriksa Keuangan (BPK RI),0.00,0.00,387,
AS58396,DETELNETWORKS-AS-ID PT. DEWATA TELEMATIKA,,,38,
AS58396,DETELNETWORKS-AS-ID PT. DEWATA TELEMATIKA,0.00,0.00,38,
AS58397,INFINYS-AS-ID PT Infinys System Indonesia,,,18,
AS58397,INFINYS-AS-ID PT Infinys System Indonesia,0.00,0.00,18,
AS58398,INDIKAENERGY-AS-ID PT. Indika Energy Tbk,0.00,0.00,68,
AS58400,UNNES-AS-ID Universitas Negeri Semarang,0.00,0.00,1320,
AS58401,DETELNETWORKS-AS-ID PT. DEWATA TELEMATIKA,0.00,0.00,67,
AS58402,IDNIC-ID Indonesia Network Information Center,,,18,
AS58402,IDNIC-ID Indonesia Network Information Center,0.00,0.00,18,
AS58404,QWORDS-AS-ID PT Qwords Company International,0.00,0.00,62,
AS58463,PGASCOM-AS-AP PT.PGAS TELEKOMUNIKASI NUSANTARA,,,3,
AS58463,PGASCOM-AS-AP PT.PGAS TELEKOMUNIKASI NUSANTARA,0.00,0.00,3,
AS58474,MANGONET-AS-ID PT. MATRIXNET GLOBAL INDONESIA,0.00,0.00,986,
AS58475,UNLAM-AS-ID Universitas Lambung Mangkurat,0.00,0.00,118,
AS58476,DJP-AS-ID DIREKTORAT JENDERAL PAJAK,,,42,
AS58476,DJP-AS-ID DIREKTORAT JENDERAL PAJAK,0.00,0.00,42,
AS58477,ARGON-AS-ID Argon Data Communication,0.09,0.00,1122,
AS58478,PESAT2-AS-AP PT. Pasifik Satelit Nusantara,0.00,0.00,178,
AS58479,TRISAKTI-AS-ID Trisakti University,0.00,0.00,219,
AS58480,CIMBNIAGA-AS-ID PT Bank CIMB Niaga Tbk,,,5,
AS58480,CIMBNIAGA-AS-ID PT Bank CIMB Niaga Tbk,0.00,0.00,5,
AS58481,ASTRA-AS-ID PT. Astra International, Tbk,0.00,0.00,346,
AS58482,PALAPAMEDIA-AS-ID PT. Palapa Media Indonesia,0.00,0.00,2432,
AS58485,WIFIAN-AS-ID Wifian Solution PT.,,,12,
AS58485,WIFIAN-AS-ID Wifian Solution PT.,0.00,0.00,12,
AS58486,ITECHNET-AS-ID PT. Intelex Technet Global,0.00,0.00,910,
AS58488,IDNIC-KKP-AS-ID PUSDATIN KKP,0.00,0.00,612,
AS58492,UNISSULA-AS-ID Universitas Islam Sultan Agung,0.00,0.00,141,
AS58495,HSPNET-AS-ID PT Parsaoran Global Datatrans,0.00,0.00,1836,
AS58497,INTEGRA-AS-ID PT Integra Ventura,0.00,0.00,413,
AS58498,IBS-AS-ID PT Infrastruktur Bisnis Sejahtera,0.00,0.00,253,
AS58503,PUSATMEDIA-AS-ID PT Pusat Media Indonesia,,,5,
AS58503,PUSATMEDIA-AS-ID PT Pusat Media Indonesia,0.00,0.00,5,
AS58514,SUPERNET-AS-ID PT. Supernet Advance Teknologi,0.00,0.00,353,
AS58551,IDNIC-MTN-AS-ID PT. Mediatama Telematika Nusantara,0.00,0.00,130,
AS58553,IDNIC-3DTECH-ID PT 3D Tech,0.00,0.00,761,
AS58556,IDNIC-UNIKOM-AS-ID PT Universal Komunikatama,0.00,0.00,133,
AS58558,IDNIC-WIJAYASOLUSINDO-AS-ID PT Jagat Media Teknologi,0.00,0.00,286,
AS58561,REPUBLIKAMEDIAMANDIRI-AS Jl. Warung Buncit Raya No. 37,0.00,0.00,95,
AS58731,TELINTLSA-AS Telekomunikasi Indonesia International (T.L.) S.A.,,,4,
AS58731,TELINTLSA-AS Telekomunikasi Indonesia International (T.L.) S.A.,0.00,0.00,4,
AS58818,IDNIC-UMY-AS-ID Universitas Muhammadiyah Yogyakarta,0.00,0.00,505,
AS58819,ARSENETGS-AS-ID PT Arsenet Global Solusi,0.00,0.00,82,
AS58820,IDNIC-PTAMI-AS-ID PT Apik Media Inovasi,,,2,
AS58820,IDNIC-PTAMI-AS-ID PT Apik Media Inovasi,0.00,0.00,2,
AS58821,IDNIC-LJN-AS-ID PT Lintas Jaringan Nusantara,0.00,0.00,1896,
AS58822,IDNIC-UNESA-AS-ID Universitas Negeri Surabaya,0.00,0.00,105,
AS58823,JMAT-AS-ID PT Jagat Media Teknologi,0.00,0.00,116,
AS58824,IDNIC-UNIMED-AS-ID Universitas Negeri Medan,0.00,0.00,474,
AS58961,OPENIP-AS Perhimpunan Klik Indonesia,,,13,
AS58961,OPENIP-AS Perhimpunan Klik Indonesia,0.00,0.00,13,
AS59131,IDNIC-UNIKA-AS-ID Universitas Katolik Soegijapranata,0.00,0.00,127,
AS59132,IDNIC-BI-AS-ID Bank Indonesia,,,27,
AS59132,IDNIC-BI-AS-ID Bank Indonesia,0.00,0.00,27,
AS59133,IDNIC-DAYASITEL-AS-ID PT Daya Sinergi Telekomunikasi,0.00,0.00,66,
AS59134,IDNIC-DATACOMM-AS-ID PT. Datacomm Diangraha,,,1,
AS59134,IDNIC-DATACOMM-AS-ID PT. Datacomm Diangraha,0.00,0.00,1,
AS59138,IDNIC-UNISBANK-AS-ID Universitas STIKUBANK,,,3,
AS59138,IDNIC-UNISBANK-AS-ID Universitas STIKUBANK,0.00,0.00,3,
AS59139,WIFIKU-AS-ID PT Wifiku Indonesia,0.00,0.00,3098,
AS59140,IDNIC-GBN-AS-ID PT Global Borneo Nusantara,0.00,0.00,184,
AS59142,IDNIC-BATAMKOTA-AS-ID Pemerintah Kota Batam,,,44,
AS59142,IDNIC-BATAMKOTA-AS-ID Pemerintah Kota Batam,0.00,0.00,44,
AS59143,IDNIC-WIKA-AS-ID PT. Wijaya Karya,0.00,0.00,194,
AS59146,IDNIC-BPB-AS-ID BP Berau Indonesia,0.00,0.00,210,
AS59148,IDNIC-XPNET-AS-ID PT Xepia Prima,0.00,0.00,87,
AS59149,TUJUHDELAPANSEMBILANNET-AS-ID PT. TUJUH DELAPAN SEMBILAN NET,0.00,0.00,537,
AS59150,IDNIC-RTIGA-AS-ID PT Rtiga Global Media,0.00,0.00,648,
AS59151,IDNIC-JOGJAPROV-AS-ID Bidang Layanan Teknologi dan Informasi Dinas Perhubungan,0.00,0.00,534,
AS59155,IDNIC-INETKU-AS-ID PT. Pemuda Berkarya Manunggal,0.00,0.00,4073,
AS59156,BALISOKET-AS-ID PT Bali Soket Informindo,0.00,0.00,1914,
AS59157,IDNIC-STKS-AS-ID Sekolah Tinggi Kesejahteraan Sosial,,,12,
AS59157,IDNIC-STKS-AS-ID Sekolah Tinggi Kesejahteraan Sosial,0.00,0.00,12,
AS59158,BLAMBANGAN-AS-ID PT Blambangan Cahaya Timur,0.00,0.00,296,
AS59159,IDNIC-PDISBPPT-AS-ID PDIS - BADAN PENGKAJIAN DAN PENERAPAN TEKNOLOGI,0.00,0.00,302,
AS59160,IDNIC-BKKBN-AS-ID Badan Kependudukan dan Keluarga Berencana Nasional,0.00,0.00,150,
AS59272,IDNIC-LST-AS-ID PT Lawang Sewu Teknologi,,,8,
AS59272,IDNIC-LST-AS-ID PT Lawang Sewu Teknologi,0.00,0.00,8,
AS59273,KLN-AS-ID PT KOMUNIKASI LINTAS NUSA,0.00,0.00,1064,
AS59274,IDNIC-MST-AS-ID PT Mitra Solusi Telematika,0.00,0.00,167,
AS59275,IDNIC-UMS-AS-ID Universitas Muhammadiyah Surakarta,0.00,0.00,418,
AS59276,NOLSPOT-AS-ID PT Jaringan Multimedia Indonesia,0.00,0.00,925,
AS59278,VNTNET-AS-ID PT Jaringan VNT Indonesia,0.00,0.00,536,
AS59279,IDNIC-RMI-AS-ID PT Raja Mitra Informatika,,,47,
AS59279,IDNIC-RMI-AS-ID PT Raja Mitra Informatika,0.00,0.00,47,
AS59280,IDNIC-KAILIGLOBAL-AS-ID PT. Kaili Global,0.00,0.00,1126,
AS59282,GPM-AS-ID PT Giga Patra Multimedia,0.00,0.00,248,
AS59285,IDNIC-LATANSA-AS-ID PT Latansa Teknologi Multimedia,0.00,0.00,90,
AS59288,IDNIC-NETSENTRA-AS-ID PT Net Sentra Cyberindo,,,1,
AS59288,IDNIC-NETSENTRA-AS-ID PT Net Sentra Cyberindo,0.00,0.00,1,
AS63488,IDNIC-TOTALTEKNO-AS-ID PT Total Trimitra Teknologi,,,6,
AS63488,IDNIC-TOTALTEKNO-AS-ID PT Total Trimitra Teknologi,0.00,0.00,6,
AS63489,IDNIC-BPRTIK-AS-ID Balai Pelatihan Riset TIK BLSDM Kemkominfo,0.00,0.00,67,
AS63490,IDNIC-ARTHAHOSTING-AS-ID PT Artha Media Lintas Nusa,0.00,0.00,631,
AS63491,IDNIC-WIMA-AS-ID Universitas Katolik Widya Mandala,0.00,0.00,66,
AS63493,IDNIC-NORLECTELEKOMINDO-AS-ID PT Norlec Telekomunikasi Indonesia,0.00,0.00,177,
AS63494,INNOVATION-AS-ID PT Inovasi Jaringan Nusantara,,,11,
AS63494,INNOVATION-AS-ID PT Inovasi Jaringan Nusantara,0.00,0.00,11,
AS63495,SMI-AS-ID PT Satelit Multimedia Indonesia,0.00,0.00,72,
AS63497,ARANANETWORK-AS-ID PT. Arana Teknologi Indonesia,0.00,0.00,57,
AS63499,IDNIC-UNP-AS-ID Universitas Negeri Padang,0.00,0.00,752,
AS63500,IDNIC-UNAND-AS-ID Lembaga Pengembangan Teknologi Informasi dan Komunikasi,0.00,0.00,1655,
AS63501,MENTARI-AS-ID PT Mega Mentari Mandiri,0.00,0.00,441,
AS63503,IDNIC-NADYNE-AS-ID PT. Nadyne Media Tama,,,42,
AS63503,IDNIC-NADYNE-AS-ID PT. Nadyne Media Tama,0.00,0.00,42,
AS63508,JOGJARINGAN-AS-ID PT DINAMIKA MEDIAKOM,0.00,0.00,794,
AS63509,IDNIC-MMP-ID PT Matra Mandiri Prima,,,19,
AS63509,IDNIC-MMP-ID PT Matra Mandiri Prima,0.00,0.00,19,
AS63510,UNSYIAH-AS-ID Syiah Kuala University (Unsyiah),0.00,0.00,741,
AS63513,IDNIC-GG-ID PT Gudang Garam Tbk,,,44,
AS63513,IDNIC-GG-ID PT Gudang Garam Tbk,0.00,0.00,44,
AS63514,SSI-AS-ID PT. Sumatra Sistem Integrasi,0.00,0.00,72,
AS63516,TRANSIX-AS-NET Transhybrid Internet Xchange,,,40,
AS63516,TRANSIX-AS-NET Transhybrid Internet Xchange,0.00,0.00,40,
AS63827,ECONDELIGHT PT Econdelight,0.00,0.00,419,
AS63858,MCOIN-AS-ID PT Mobile Coin Asia,,,21,
AS63858,MCOIN-AS-ID PT Mobile Coin Asia,0.00,0.00,21,
AS63859,MYREPUBLIC-AS-ID PT. Eka Mas Republik,0.01,0.00,162935,
AS63860,IDNIC-VIPERNETWORK-AS-ID PT Vitya Persada Informatika,,,3,
AS63860,IDNIC-VIPERNETWORK-AS-ID PT Vitya Persada Informatika,0.00,0.00,3,
AS63862,IDNIC-ID Indonesia Network Information Center,,,43,
AS63862,IDNIC-ID Indonesia Network Information Center,0.00,0.00,43,
AS63867,IDNIC-DESIBLE-AS-ID PT Tirta Karya Buana,0.00,0.00,384,
AS63868,NASIONALONLINE-AS-ID PT Nasional Online,0.00,0.00,206,
AS63869,MERAHPUTIH-AS-ID PT MERAH PUTIH TELEMATIKA,,,34,
AS63869,MERAHPUTIH-AS-ID PT MERAH PUTIH TELEMATIKA,0.00,0.00,34,
AS63873,MAGNET-AS-ID PT Mitra Akses Globalindo,0.00,0.00,396,
AS63874,IDNIC-BOSOWA-AS-ID PT Bosowa Network Media,0.00,0.00,107,
AS63876,IDNIC-ISI-AS-ID Institut Seni Indonesia Yogyakarta,0.00,0.00,80,
AS63877,IDNIC-UNIVERSALKENDARI-AS-ID PT Universal Internet Service,0.00,0.00,51,
AS63878,VICTORYNET-AS-ID PT Victory Network Indonesia,0.00,0.00,515,
AS63879,IDNIC-UINSGD-AS-ID UIN Sunan Gunung Djati Bandung,0.00,0.00,318,
AS63881,MDI-AS-ID PT. Medianet Digital Indonesia,0.00,0.00,62,
AS63882,GPL-AS-ID PT Giga Prima Lestari,0.00,0.00,623,
AS63884,IDNIC-STAINKUDUS-AS-ID Sekolah Tinggi Agama Islam Negeri (STAIN) Kudus,0.00,0.00,58,
AS63885,MYNET-AS-ID PT Inovasi Tjaraka Buana,0.00,0.00,1136,
AS63886,IDNIC-UPNYK-AS-ID Universitas Pembangunan Nasional Veteran Yogyakarta,0.00,0.00,159,
AS64024,YESIMEDIA-AS-ID PT Yesi Media Utama,0.00,0.00,171,
AS64026,IDNIC-CIREBONKAB-AS-ID Pemerintah Kabupaten Cirebon,0.00,0.00,184,
AS64029,RWN-AS-ID PT. RAMA WIMA NUSANTARA,,,35,
AS64029,RWN-AS-ID PT. RAMA WIMA NUSANTARA,0.00,0.00,35,
AS64030,IDNIC-POLINES-AS-ID Politeknik Negeri Semarang,0.00,0.00,73,
AS64031,INTERFAST-AS-ID PT. Kreasi Sejahtera Teknologi,0.00,0.00,213,
AS64078,STARFRAMEWORKCO FLATRM 101A 1F,,,10,
AS64078,STARFRAMEWORKCO FLATRM 101A 1F,0.00,0.00,10,
AS64297,GLOBALMANDIRI-AS-ID PT Medialink Global Mandiri,0.00,0.00,169,
AS64298,IDNIC-UPNSBY-AS-ID UPN Veteran Surabaya,,,5,
AS64298,IDNIC-UPNSBY-AS-ID UPN Veteran Surabaya,0.00,0.00,5,
AS64300,JSN-AS-ID PT JARINGANKU SARANA NUSANTARA,0.00,0.00,156,
AS64301,VJN-AS-ID PT Virtual Jaringan Nasional,0.00,0.00,193,
AS64305,IDNIC-UMPO-AS-ID UNIVERSITAS MUHAMMADIYAH PONOROGO,0.00,0.00,57,
AS64306,IDNIC-TEMANGGUNGKAB-AS-ID PEMERINTAH KABUPATEN TEMANGGUNG,0.00,0.00,94,
AS64307,IDNIC-PRUDENTIAL-AS-ID PT. PRUDENTIAL LIFE ASSURANCE,0.00,0.00,219,
AS64308,IDNIC-DATAON-AS-ID PT IndoDev Niaga Internet,0.00,0.00,157,
AS64310,IDNIC-TIRTARAHARJA-AS-ID PDAM TIRTA RAHARJA,,,5,
AS64310,IDNIC-TIRTARAHARJA-AS-ID PDAM TIRTA RAHARJA,0.00,0.00,5,
AS64314,IDNIC-INTEGRASI-AS-ID PT. INTEGRASI NETWORK PERKASA,,,1,
AS64314,IDNIC-INTEGRASI-AS-ID PT. INTEGRASI NETWORK PERKASA,0.00,0.00,1,
AS64316,IDNIC-RADENFATAH-AS-ID Universitas Islam Negeri Raden Fatah Palembang,,,26,
AS64316,IDNIC-RADENFATAH-AS-ID Universitas Islam Negeri Raden Fatah Palembang,0.00,0.00,26,
AS65505,-Private Use AS-,,,2,
AS65505,-Private Use AS-,0.00,0.00,2,
AS65515,-Private Use AS-,0.00,0.00,907,
AS131112,MMTC-AS-ID Sekolah Tinggi Multi Media MMTC Yogyakarta,0.00,0.00,106,
AS131693,IDNIC-KEMENAG-AS-ID Kementerian Agama (KEMENAG),0.00,0.00,838,
AS131694,IDNIC-JABIKHA-AS-ID PT Jabikha Teknologi Indonesia,,,12,
AS131694,IDNIC-JABIKHA-AS-ID PT Jabikha Teknologi Indonesia,0.00,0.00,12,
AS131697,SI-AS-ID PT Samudera Indonesia Tbk.,0.00,0.00,185,
AS131699,IDNIC-DMA-AS-ID PT. Deltrasindo Mitra Asiatama,0.00,0.00,722,
AS131703,IDNIC-UNJ-AS-ID Universitas Negeri Jakarta,0.00,0.00,202,
AS131706,TERABIT-AS-ID PT SELARAS CITRA TERABIT,0.00,0.00,3477,
AS131709,IDNIC-UNSOED-AS-ID PENGGUNA DIKS PTH UNSOED,0.00,0.00,833,
AS131710,IDNIC-AERONET-AS-ID PT Aero Systems Indonesia,0.00,0.00,126,
AS131711,ORANGE-ISP-AS-ID PT Global Teknologi Teraindo,0.00,0.00,2108,
AS131713,IDNIC-SPICELINK-AS-ID PT Sano Komunikasi,0.00,0.00,66,
AS131716,IDNIC-BDS-AS-ID PT. Bens Data Solusi,,,11,
AS131716,IDNIC-BDS-AS-ID PT. Bens Data Solusi,0.00,0.00,11,
AS131717,IDNIC-CIFO-AS-ID PT Citra Jelajah Informatika,0.00,0.00,723,
AS131719,IDNIC-PROVSS-AS-ID Dinas Perhubungan Kominfo Provinsi Sumatera Selatan,0.00,0.00,65,
AS131721,IDNIC-KALBE-AS-ID PT.KALBE FARMA Tbk,0.00,0.00,67,
AS131722,IDNIC-PU-AS-ID Kementrian Pekerjaan Umum,0.00,0.00,1207,
AS131724,IDNIC-DINHUBKOMINFO-JATENG-AS-ID DINHUBKOMINFO PEMPROV. JAWA TENGAH,0.00,0.00,631,
AS131726,IDNIC-DISHUBKOMINFO-TEGAL-AS-ID Dishubkominfo Kota Tegal,0.00,0.00,134,
AS131728,ANEKASIGNAL-AS-ID PT Aneka Signal,0.00,0.00,863,
AS131730,IDNIC-SATKOMINDO-AS-ID PT. SATKOMINDO MEDIYASA,,,11,
AS131730,IDNIC-SATKOMINDO-AS-ID PT. SATKOMINDO MEDIYASA,0.00,0.00,11,
AS131732,COGINDO-AS-ID PT. COGINDO DAYABERSAMA,,,3,
AS131732,COGINDO-AS-ID PT. COGINDO DAYABERSAMA,0.00,0.00,3,
AS131734,IDNIC-UINJKT-AS-ID Universitas Islam Negeri Syarif Hidayatullah Jakarta,0.00,0.00,722,
AS131735,IDNIC-TNC-ID PT Telemedia Network Cakrawala,0.00,0.00,1177,
AS131737,IDNIC-JICT-AS-ID PT Jakarta International Container Terminal,,,6,
AS131737,IDNIC-JICT-AS-ID PT Jakarta International Container Terminal,0.00,0.00,6,
AS131738,IDNIC-GOLDENIT-AS-ID Golden IT,,,22,
AS131738,IDNIC-GOLDENIT-AS-ID Golden IT,0.00,0.00,22,
AS131739,MENPAN-AS-ID Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,,,30,
AS131739,MENPAN-AS-ID Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,0.00,0.00,30,
AS131740,SMARTMEDIA-AS-ID PT Smart Media Pratama,0.00,0.00,1703,
AS131743,IDNIC-GBA-AS-ID PT GNET BIARO AKSES,0.00,0.00,906,
AS131745,IDNIC-CYBERTECHTONIC-AS-ID PT. Cybertechtonic Pratama,0.00,0.00,87,
AS131746,PERMANA-AS-ID PT. Medianusa Permana,0.00,0.00,615,
AS131748,IDNIC-BGP-AS-ID PT. Baswara Gema Persada,,,8,
AS131748,IDNIC-BGP-AS-ID PT. Baswara Gema Persada,0.00,0.00,8,
AS131749,MEDIAINDOCYBER-AS-ID PT. Arthatama Adhiprima Persada,1.57,1.57,255,
AS131753,IDNIC-VERD-AS-ID CV. VERD,0.00,0.00,118,
AS131754,IDNIC-UNMUL-AS-ID Universitas Mulawarman,,,1,
AS131754,IDNIC-UNMUL-AS-ID Universitas Mulawarman,0.00,0.00,1,
AS131755,IDNIC-AXARVA-AS-ID PT Axarva Media Teknologi,1.04,1.04,288,
AS131757,IDNIC-CYBERK-AS-ID Koperasi PRIMKOKAS,0.00,0.00,274,
AS131758,NINGNET-AS-ID PT. Bali Ning,,,8,
AS131758,NINGNET-AS-ID PT. Bali Ning,0.00,0.00,8,
AS131759,IDNIC-WDS-AS-ID PT. Web Data Solusindo,0.00,0.00,293,
AS131760,IDNIC-PREMIER-OIL-AS-ID Premier oil Indonesia,0.00,0.00,123,
AS131761,IDNIC-INDONESIAPORT-AS-ID PT Pelabuhan Indonesia II,0.00,0.00,73,
AS131763,IDNIC-TADULAKO-AS-ID Universitas Tadulako,0.00,0.00,721,
AS131765,IDNIC-DEPDAGRI-AS-ID Kementerian Dalam Negeri Republik Indonesia,0.00,0.00,282,
AS131767,SOLONET-AS-ID PT. SOLO JALA BUANA,0.00,0.00,338,
AS131769,IDNIC-MAYATAMA-AS-ID PT Mayatama Solusindo,0.00,0.00,1715,
AS131775,IDNIC-JALANET-AS-ID PT. Jupiter Jala Arta,0.00,0.00,73,
AS131776,IDNIC-LAPAN-AS-ID Lembaga Penerbangan dan Antariksa Nasional (LAPAN),0.00,0.00,334,
AS131778,DINUSTECH-AS-ID PT Dian Nuswantoro Teknologi,,,41,
AS131778,DINUSTECH-AS-ID PT Dian Nuswantoro Teknologi,0.00,0.00,41,
AS131779,IDNIC-BDSI-DPR-AS-ID Bidang Data dan Sarana Informasi (BDSI) Sekjen DPR RI,0.00,0.00,746,
AS131781,IDNIC-UINMALANG-AS-ID Universitas Islam Negeri Maulana Malik Ibrahin (UIN Maliki),0.00,0.00,343,
AS131782,IDNIC-BUMN-AS-ID Kementerian Badan Usaha Milik Negara,0.00,0.00,135,
AS131783,IDNIC-INDOMARET-AS-ID PT. Indomarco Prismatama,,,2,
AS131783,IDNIC-INDOMARET-AS-ID PT. Indomarco Prismatama,0.00,0.00,2,
AS131784,IDNIC-SDPPI-SPEKTRUM-AS-ID Sumber Daya Dan Perangkat Pos Dan Informatika SIMS,,,9,
AS131784,IDNIC-SDPPI-SPEKTRUM-AS-ID Sumber Daya Dan Perangkat Pos Dan Informatika SIMS,0.00,0.00,9,
AS131785,IDNIC-MAHKAMAHAGUNG-AS-ID Mahkamah Agung RI,0.00,0.00,264,
AS132164,KASKUSNETWORKS-AS PT Darta Media Indonesia,,,4,
AS132164,KASKUSNETWORKS-AS PT Darta Media Indonesia,0.00,0.00,4,
AS132634,IDNIC-EGOV-AS-ID Direktorat E-Goverment Kementerian KOMINFO,,,5,
AS132634,IDNIC-EGOV-AS-ID Direktorat E-Goverment Kementerian KOMINFO,0.00,0.00,5,
